,longtitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,price,prediction
16735,-122.4,37.68,41,2267,486.0,1045,459,4.1146,NEAR BAY,272200,263734.0
19543,-120.96,37.64,36,60,12.0,51,14,3.625,INLAND,67500,119996.04
6912,-117.97,33.96,30,4873,667.0,1995,638,7.2472,<1H OCEAN,441900,412995.04
11329,-117.94,33.76,33,1441,337.0,1233,331,3.7232,<1H OCEAN,176200,177473.0
7311,-118.2,33.99,31,1186,387.0,2087,409,1.9132,<1H OCEAN,154600,158678.0
14432,-117.23,32.8,21,2429,579.0,1011,538,3.225,NEAR OCEAN,229400,244362.01
216,-122.2,37.79,29,1640,376.0,939,340,2.8321,NEAR BAY,150000,145661.0
8463,-118.34,33.91,17,3724,1023.0,2536,971,3.2649,<1H OCEAN,202100,205928.0
4225,-118.29,34.11,40,2681,737.0,1144,669,3.0461,<1H OCEAN,264300,268767.0
6977,-118.02,33.98,23,1995,306.0,707,293,8.6677,<1H OCEAN,332700,348361.03
4054,-118.43,34.15,31,1856,425.0,795,426,2.8448,<1H OCEAN,360600,346653.01
17525,-121.9,37.33,11,1283,390.0,718,345,4.226,<1H OCEAN,166700,202137.03
5823,-118.34,34.21,36,1834,316.0,864,309,4.7885,<1H OCEAN,302200,282556.02
18679,-121.89,36.89,18,2774,492.0,1283,353,5.368,NEAR OCEAN,352000,343492.0
5209,-118.27,33.93,38,2073,500.0,1657,470,1.2098,<1H OCEAN,88400,93786.0
19836,-119.4,36.53,28,2201,429.0,1524,412,2.75,INLAND,65000,68796.0
9701,-121.63,36.67,34,2486,560.0,2443,557,2.5263,<1H OCEAN,130400,130924.0
5616,-118.26,33.78,21,2188,706.0,2265,652,1.9923,NEAR OCEAN,164700,165274.0
6780,-118.15,34.1,39,3856,867.0,1847,830,3.4559,<1H OCEAN,364900,308044.0
8707,-118.34,33.83,35,1818,353.0,853,321,5.8972,<1H OCEAN,350900,339734.0
5999,-117.75,34.08,33,2824,523.0,1797,493,3.6359,INLAND,135100,138579.0
11997,-117.55,33.94,30,5398,926.0,2672,864,4.4762,INLAND,163900,166114.0
10316,-117.8,33.85,16,4151,637.0,1558,604,5.806,<1H OCEAN,304900,291651.0
3392,-118.31,34.28,34,3258,610.0,1810,633,5.1145,<1H OCEAN,219900,240076.02
6096,-117.87,34.12,34,1004,220.0,772,217,3.8571,<1H OCEAN,174500,173641.0
1004,-121.79,37.69,25,6296,1082.0,3200,1047,4.5357,INLAND,188400,191573.0
6930,-118.08,34.02,14,3789,810.0,2551,793,2.9321,<1H OCEAN,144200,159729.0
10629,-117.78,33.71,16,2207,291.0,1081,308,7.3518,<1H OCEAN,331200,327808.0
1514,-122.06,37.9,25,5869,1685.0,2669,1554,2.6998,NEAR BAY,216100,216677.0
17710,-121.83,37.32,26,1125,210.0,943,214,4.825,<1H OCEAN,181000,197493.02
7219,-118.16,34.02,35,1734,493.0,2053,508,2.1442,<1H OCEAN,149200,149060.0
11499,-118.05,33.72,14,2673,687.0,1192,656,4.1862,<1H OCEAN,188900,198155.0
6923,-118.06,34.01,34,1962,396.0,1488,332,3.9091,<1H OCEAN,155100,159127.0
9712,-121.67,36.66,19,9371,1980.0,4259,1882,3.6875,<1H OCEAN,189700,205839.0
5474,-118.46,33.99,44,1122,287.0,531,256,4.0598,<1H OCEAN,335900,349406.1
9487,-123.22,39.28,16,5569,1106.0,3148,1088,3.1455,<1H OCEAN,142900,157949.0
5422,-118.42,34.03,44,629,131.0,326,156,4.5278,<1H OCEAN,374300,363690.02
2792,-118.39,37.36,38,1813,410.0,902,396,2.3261,INLAND,98400,97132.0
11732,-120.69,39.12,19,1048,262.0,493,184,2.2917,INLAND,118200,117942.0
3691,-118.35,34.22,41,1560,374.0,1668,389,3.025,<1H OCEAN,154300,164976.0
9256,-120.05,36.96,37,1000,261.0,1092,233,1.4267,INLAND,52300,52069.0
14471,-117.23,32.88,18,5566,1465.0,6303,1458,1.858,NEAR OCEAN,205000,204996.0
13723,-117.18,34.06,28,699,180.0,432,168,2.1875,INLAND,81900,83295.0
4416,-118.26,34.08,50,1791,660.0,2183,675,1.7945,<1H OCEAN,166700,184586.0
19334,-122.82,38.55,8,6190,1088.0,2967,1000,3.8616,<1H OCEAN,195100,200395.0
10390,-117.65,33.57,5,1998,500.0,1185,446,4.3542,<1H OCEAN,195600,195757.0
18532,-122.02,36.98,21,607,155.0,226,136,1.9063,NEAR OCEAN,166700,209594.01
10925,-117.89,33.75,31,1205,280.0,1476,301,4.0231,<1H OCEAN,139200,150503.0
12915,-121.31,38.61,17,992,151.0,316,159,6.6238,INLAND,326700,298032.0
9749,-121.62,36.69,12,512,144.0,767,149,2.2667,<1H OCEAN,72900,98945.0
13296,-117.65,34.08,52,2264,439.0,1031,437,3.375,INLAND,144300,154911.0
16966,-122.31,37.55,27,3931,933.0,1877,851,3.9722,NEAR OCEAN,354100,332138.01
4234,-118.3,34.11,52,1954,245.0,645,237,6.9391,<1H OCEAN,500001,480378.83
18232,-122.11,37.41,27,5110,1599.0,2764,1482,3.4198,NEAR BAY,351900,323360.0
7121,-118.02,33.91,34,2518,429.0,1309,421,4.7861,<1H OCEAN,210700,202151.0
16446,-121.29,38.15,23,4183,633.0,1886,628,4.8787,INLAND,175300,168863.0
9762,-121.73,36.5,27,3184,520.0,1121,493,5.6383,<1H OCEAN,377000,358043.07
19487,-120.99,37.67,28,1768,423.0,1066,392,1.8315,INLAND,90500,91011.0
13998,-116.96,34.83,30,1211,289.0,611,230,1.6667,INLAND,44700,53645.99
8433,-118.37,33.92,44,938,181.0,502,171,4.4722,<1H OCEAN,218300,224253.0
15383,-117.2,33.38,14,5392,821.0,2350,810,5.0507,<1H OCEAN,291500,281900.02
15223,-117.25,33.05,16,2794,476.0,1387,442,4.3286,NEAR OCEAN,213400,227201.0
9681,-118.97,37.64,14,2284,622.0,342,137,3.0921,INLAND,87500,104987.0
13421,-117.49,34.04,4,6034,1170.0,3527,1098,4.1775,INLAND,143700,147694.0
8984,-118.44,33.99,44,305,72.0,156,70,5.9641,<1H OCEAN,275000,287764.01
631,-122.17,37.72,5,1692,398.0,814,328,3.663,NEAR BAY,158300,184107.0
19972,-118.74,36.23,22,1033,232.0,442,136,2.6447,INLAND,137500,117025.0
18671,-121.91,36.97,19,4920,1092.0,1807,922,3.5112,NEAR OCEAN,231900,246213.0
19547,-121.0,37.63,49,2051,500.0,1525,467,1.59,INLAND,80900,79281.0
1087,-121.83,39.72,52,1890,420.0,974,383,1.6827,INLAND,78700,74249.0
665,-122.16,37.7,36,2239,391.0,1203,379,5.0043,NEAR BAY,190400,215066.0
13179,-117.76,33.98,3,9662,1385.0,2497,856,6.7172,<1H OCEAN,292400,312638.07
2371,-119.56,36.7,40,1195,326.0,1135,315,2.1182,INLAND,58900,57625.0
11556,-117.99,33.73,17,5239,1045.0,2440,985,4.375,<1H OCEAN,248100,238604.0
1907,-120.04,38.86,16,2708,481.0,712,261,3.7891,INLAND,117700,121790.0
14528,-117.14,32.92,6,3069,750.0,1541,736,3.814,<1H OCEAN,132500,149716.0
3005,-119.07,35.27,25,3081,635.0,1830,591,2.5804,INLAND,97900,87002.0
11729,-120.01,39.26,26,1930,391.0,307,138,2.6023,INLAND,139300,135822.0
8249,-118.17,33.78,29,2920,962.0,3580,772,1.7393,NEAR OCEAN,140200,145974.0
7095,-117.99,33.93,27,3708,718.0,1921,721,4.375,<1H OCEAN,210400,210760.0
19767,-122.06,40.02,32,1435,277.0,690,254,2.3043,INLAND,68400,71548.0
420,-122.26,37.89,52,3706,531.0,1205,504,6.6828,NEAR BAY,370900,368053.02
10425,-117.63,33.47,4,1969,280.0,805,271,7.6012,NEAR OCEAN,310800,331302.05
20313,-119.14,34.15,25,2202,390.0,1415,412,4.43,NEAR OCEAN,207700,221070.0
19958,-119.32,36.21,29,1220,232.0,619,246,3.3125,INLAND,78300,84526.0
9717,-121.79,36.85,28,1049,235.0,705,208,2.7321,NEAR OCEAN,150000,195007.0
6788,-118.15,34.09,52,2203,430.0,1238,403,4.4306,<1H OCEAN,225800,227196.0
5344,-118.43,34.04,52,1782,308.0,735,307,5.2954,<1H OCEAN,485100,466931.07
16158,-122.5,37.77,52,2433,454.0,1070,420,4.125,NEAR BAY,359500,368361.03
13292,-117.66,34.08,36,1485,236.0,623,261,3.3036,INLAND,141000,140028.0
4898,-118.24,34.01,30,405,86.0,376,68,1.7813,<1H OCEAN,127500,136139.0
12228,-116.9,33.74,14,2281,426.0,894,430,2.3712,INLAND,127900,123668.0
14204,-117.06,32.69,9,1520,269.0,1250,265,4.8875,NEAR OCEAN,157700,157899.0
682,-122.14,37.69,37,2141,535.0,1093,555,2.9958,NEAR BAY,178400,180879.0
4290,-118.3,34.1,38,2067,914.0,2717,853,1.7641,<1H OCEAN,250000,236243.0
10631,-117.79,33.73,3,8240,1410.0,3318,1270,7.2074,<1H OCEAN,291300,306639.02
8839,-118.39,34.08,52,1244,304.0,444,282,3.5114,<1H OCEAN,430800,417109.08
1057,-121.84,39.76,14,2351,620.0,1215,548,2.3155,INLAND,102300,96125.0
8357,-118.32,33.96,47,1885,361.0,954,357,3.8512,<1H OCEAN,171300,163883.0
6703,-118.13,34.14,23,5465,1494.0,2511,1359,3.4531,<1H OCEAN,210900,229507.0
14877,-117.09,32.63,33,620,161.0,420,164,1.8417,NEAR OCEAN,150000,141515.0
17284,-119.74,34.41,30,2365,417.0,1053,409,5.5959,NEAR OCEAN,346200,346018.06
14023,-117.16,32.75,34,1785,558.0,804,490,2.2687,NEAR OCEAN,200000,200852.0
15428,-117.24,33.21,19,1872,489.0,1859,446,2.1875,<1H OCEAN,121700,128852.0
11529,-118.08,33.77,26,3083,806.0,960,723,1.9074,<1H OCEAN,68500,96052.02
13620,-117.25,34.12,17,3107,752.0,2160,643,1.8463,INLAND,72600,75022.0
18482,-121.6,37.09,24,1511,318.0,1052,292,3.625,<1H OCEAN,350000,290550.0
16955,-122.3,37.53,40,1833,308.0,751,306,6.0,NEAR OCEAN,384200,386448.04
14597,-117.17,32.81,26,788,127.0,346,125,5.0603,NEAR OCEAN,185700,213556.05
4685,-118.35,34.07,48,890,255.0,434,232,3.6111,<1H OCEAN,450000,422866.01
17105,-122.22,37.46,13,2888,546.0,1182,504,6.0255,NEAR OCEAN,409300,413344.15
15918,-122.42,37.74,52,1540,370.0,1136,363,4.3125,NEAR BAY,243000,253595.0
1459,-121.98,37.97,26,2738,428.0,1316,430,5.2442,INLAND,213200,204586.0
18535,-122.01,36.97,52,920,202.0,525,264,2.9444,NEAR OCEAN,232800,244586.02
3860,-118.43,34.16,34,2622,467.0,1233,476,4.0474,<1H OCEAN,379700,367020.0
10653,-117.73,33.57,5,11976,2495.0,4327,2009,4.8488,<1H OCEAN,194400,215700.03
1090,-121.82,39.72,42,2978,694.0,1879,679,1.5064,INLAND,66300,62508.0
6451,-118.04,34.12,30,2170,318.0,984,309,5.6916,INLAND,500001,456993.73
8416,-118.34,33.94,36,2796,1041.0,4033,944,2.4886,<1H OCEAN,160700,160418.0
17143,-122.18,37.45,37,5257,1360.0,2128,1264,4.0,NEAR BAY,394300,375546.08
12127,-117.25,33.92,7,9812,1914.0,5595,1729,4.1482,INLAND,124600,128219.0
843,-122.08,37.58,15,2576,418.0,1657,410,5.5218,NEAR BAY,254400,249963.0
6611,-118.11,34.18,52,3571,510.0,1434,490,5.9009,INLAND,376000,360242.0
4107,-118.37,34.14,23,1883,512.0,774,478,3.5096,<1H OCEAN,396400,398073.08
14809,-117.18,32.69,44,2819,514.0,1258,503,4.4777,NEAR OCEAN,452800,428582.01
14362,-117.22,32.73,38,3966,768.0,1640,729,3.8409,NEAR OCEAN,291400,302014.01
14054,-117.13,32.75,28,2279,671.0,1166,623,1.95,NEAR OCEAN,150000,142472.0
7232,-118.13,34.02,36,984,275.0,1024,284,2.125,<1H OCEAN,153500,161697.0
6241,-117.97,34.06,31,2516,,2194,497,3.2413,<1H OCEAN,155500,161040.0
19280,-122.72,38.42,26,3604,734.0,2605,704,3.0969,<1H OCEAN,143800,151928.0
15734,-122.44,37.78,31,1364,386.0,707,379,3.1607,NEAR BAY,293800,313438.0
15794,-122.42,37.77,52,2185,656.0,1266,626,2.7794,NEAR BAY,350000,352957.02
20226,-119.3,34.29,26,3665,932.0,2775,870,1.9286,NEAR OCEAN,160500,182975.0
16147,-122.47,37.78,52,3021,569.0,1479,514,4.0208,NEAR BAY,414600,405602.05
11871,-117.35,34.0,38,1214,254.0,723,236,2.5469,INLAND,87800,91503.0
1611,-122.07,37.86,17,1102,224.0,317,208,3.5893,NEAR BAY,206300,234481.0
17931,-121.95,37.35,36,832,211.0,545,211,3.2813,<1H OCEAN,244400,247312.0
17204,-119.74,34.44,26,4257,1031.0,1861,950,3.4047,NEAR OCEAN,294500,292059.01
19420,-121.18,37.64,43,1244,209.0,611,197,2.875,INLAND,187500,155857.0
19753,-122.21,40.2,19,3404,731.0,1421,683,2.6149,INLAND,84400,87022.0
325,-122.19,37.74,43,707,147.0,417,155,2.5139,NEAR BAY,83400,89024.0
5654,-118.3,33.73,42,1731,,866,403,2.7451,NEAR OCEAN,255400,249740.0
16098,-122.5,37.75,43,2373,481.0,1247,454,4.0985,NEAR OCEAN,283200,283460.0
5381,-118.4,34.03,43,1006,201.0,520,199,6.5669,<1H OCEAN,372800,399434.17
9502,-123.54,39.17,18,2251,510.0,1032,369,2.2946,<1H OCEAN,101000,107372.0
7947,-118.14,33.86,44,1436,257.0,745,233,4.625,<1H OCEAN,213400,217214.0
17080,-122.19,37.48,38,1300,269.0,608,292,4.5568,NEAR BAY,286900,297540.04
1242,-122.0,38.99,39,1548,323.0,815,286,2.9489,INLAND,67500,85679.0
2032,-119.76,36.73,46,1347,282.0,854,267,1.8723,INLAND,52600,55508.0
6421,-117.99,34.14,30,2346,,1988,474,2.5625,INLAND,153000,152195.0
19799,-123.21,40.51,16,241,84.0,152,61,1.375,INLAND,48800,53850.95
1658,-121.94,37.95,18,2541,355.0,986,346,7.1978,INLAND,288000,292709.0
17845,-121.87,37.42,19,12128,2112.0,6810,2040,6.4419,<1H OCEAN,264500,287725.03
13484,-117.37,34.12,32,3190,568.0,1614,512,3.8398,INLAND,118200,114334.0
18984,-121.99,38.26,18,921,126.0,368,120,6.0842,INLAND,261100,248826.0
12686,-121.48,38.59,43,987,240.0,1253,237,0.9204,INLAND,82100,87821.0
2137,-119.72,36.81,15,2175,564.0,1194,482,2.6767,INLAND,87500,83494.0
16172,-122.54,37.72,17,2975,968.0,1453,828,3.527,NEAR OCEAN,318900,290561.0
8039,-118.15,33.84,36,2987,491.0,1360,497,4.8013,<1H OCEAN,224100,224041.0
866,-122.04,37.57,12,5719,1064.0,3436,1057,5.2879,NEAR BAY,231200,245484.0
9326,-122.53,37.97,37,1340,322.0,621,314,3.5588,NEAR BAY,268800,273420.0
4464,-118.19,34.08,35,1554,381.0,1487,374,1.9038,<1H OCEAN,139500,143265.0
15103,-116.99,32.85,32,5211,949.0,3025,948,4.0931,<1H OCEAN,134200,143567.0
18385,-121.83,37.2,6,3694,574.0,1554,527,6.8333,<1H OCEAN,348000,339337.02
13820,-117.25,34.49,4,2372,361.0,1017,322,5.1112,INLAND,170900,164504.0
13042,-121.13,38.55,8,530,109.0,398,96,4.2031,INLAND,212500,194157.0
9016,-118.76,34.13,10,4355,716.0,2030,674,6.5571,NEAR OCEAN,500001,443562.67
11320,-117.97,33.76,18,1862,399.0,1301,369,3.1771,<1H OCEAN,194000,198200.0
5265,-118.54,34.05,33,6778,1092.0,2540,1052,8.565,<1H OCEAN,500001,495613.85
4859,-118.3,34.02,34,3184,772.0,2474,705,1.631,<1H OCEAN,137500,139343.0
12928,-121.3,38.65,36,1665,293.0,846,306,3.5852,INLAND,121600,126588.0
2566,-124.16,40.78,46,1975,346.0,791,349,3.8,NEAR OCEAN,81800,89033.0
16913,-122.34,37.55,25,4470,518.0,1507,504,13.3913,NEAR OCEAN,500001,500001.0
18618,-122.03,37.03,21,4650,733.0,2014,704,5.6233,NEAR OCEAN,322000,316845.01
7200,-118.19,34.02,45,1535,432.0,1820,419,1.7801,<1H OCEAN,142800,142903.0
18484,-121.58,37.01,44,3192,565.0,1439,568,4.3693,INLAND,234000,217662.0
3579,-118.54,34.23,35,3422,601.0,1690,574,4.375,<1H OCEAN,232900,231184.0
9738,-121.75,36.77,25,1851,418.0,1678,390,3.2937,<1H OCEAN,135300,146536.0
3363,-120.36,40.45,19,689,143.0,355,127,1.7333,INLAND,70000,73024.0
15823,-122.42,37.75,52,1609,510.0,1155,439,2.2328,NEAR BAY,250000,252760.01
14851,-117.08,32.67,31,3008,764.0,2088,757,2.5662,NEAR OCEAN,118200,115727.0
12746,-121.37,38.63,32,3658,797.0,1452,715,2.6623,INLAND,120700,119098.0
401,-122.29,37.89,52,2178,421.0,940,423,5.0551,NEAR BAY,232200,252468.0
1511,-122.01,37.91,21,10093,1269.0,3645,1219,7.6877,NEAR BAY,367700,376300.02
15890,-122.38,37.73,40,543,,259,89,2.2167,NEAR BAY,193800,207178.02
882,-121.96,37.55,4,3746,993.0,1606,838,4.1387,<1H OCEAN,162500,188042.0
12818,-121.49,38.61,6,4391,974.0,1982,914,3.4291,INLAND,105300,113847.0
12961,-121.3,38.72,15,2514,482.0,1166,503,2.2813,INLAND,131900,128832.0
9409,-122.53,37.89,35,4127,689.0,1596,707,5.9073,NEAR BAY,400400,397445.01
2960,-119.04,35.35,27,4590,897.0,2212,894,3.1753,INLAND,85000,83757.0
10567,-117.74,33.73,18,328,68.0,391,60,4.1167,<1H OCEAN,87500,115281.0
9415,-122.49,37.86,52,2175,510.0,809,503,4.5398,NEAR BAY,442000,442406.17
8890,-118.5,34.02,28,5109,1482.0,2313,1451,3.3266,<1H OCEAN,483300,456438.04
11193,-117.92,33.84,38,1316,263.0,671,278,3.2969,<1H OCEAN,220000,212141.0
16161,-122.49,37.78,49,2176,441.0,1040,448,4.2414,NEAR BAY,500001,442665.59
11164,-118.0,33.82,18,2947,559.0,1820,551,4.5294,<1H OCEAN,224800,210225.0
129,-122.2,37.84,30,2211,346.0,844,343,6.0666,NEAR BAY,311500,333461.04
6469,-118.06,34.09,38,2036,388.0,1096,371,4.0625,<1H OCEAN,262500,242064.0
14358,-117.22,32.74,52,1283,173.0,436,190,7.4029,NEAR OCEAN,345700,349846.01
581,-122.07,37.72,26,3204,477.0,1411,484,5.4834,NEAR BAY,295200,281415.0
14570,-117.21,32.83,35,2259,501.0,1340,511,3.4482,NEAR OCEAN,162500,173269.01
7631,-118.29,33.84,11,2274,617.0,1897,622,3.5094,<1H OCEAN,162900,170594.0
11381,-117.95,33.68,19,1028,191.0,340,159,3.6364,<1H OCEAN,252800,256159.03
17346,-120.37,34.9,17,2649,386.0,1057,362,4.7813,<1H OCEAN,326800,301885.01
19272,-122.76,38.44,11,2895,524.0,1633,534,4.7283,<1H OCEAN,170200,185989.0
8517,-118.32,33.89,45,1928,453.0,1323,458,4.2813,<1H OCEAN,210100,210376.0
14742,-117.06,32.58,13,3435,708.0,1761,699,3.4792,NEAR OCEAN,107600,122302.0
16486,-121.05,38.14,19,3326,561.0,1544,511,2.9875,INLAND,166300,155403.0
20141,-119.06,34.36,52,1409,359.0,981,304,2.7951,<1H OCEAN,199300,195452.01
11489,-118.01,33.7,24,3856,567.0,1741,588,7.248,<1H OCEAN,302700,310929.01
17779,-121.83,37.38,15,4430,992.0,3278,1018,4.5533,<1H OCEAN,209900,210375.0
7456,-118.16,33.91,41,1806,408.0,1146,374,2.9643,<1H OCEAN,162200,164087.0
20470,-118.74,34.27,23,2493,522.0,1488,505,4.18,<1H OCEAN,215000,212996.0
14184,-117.08,32.7,35,1477,264.0,852,279,3.1786,NEAR OCEAN,100600,107558.0
16850,-122.42,37.62,40,1545,264.0,756,282,4.4643,NEAR OCEAN,308100,295180.0
5235,-118.23,33.94,35,1090,267.0,1339,263,2.1607,<1H OCEAN,97600,100846.0
16860,-122.43,37.63,15,2748,997.0,1447,901,3.5214,NEAR OCEAN,144200,185572.0
12672,-121.42,38.48,13,7880,1992.0,4749,1882,1.9657,INLAND,116000,120095.0
12839,-121.47,38.7,31,1007,181.0,563,185,3.625,INLAND,91300,98503.0
18101,-122.04,37.31,24,3388,633.0,1627,585,5.154,<1H OCEAN,355100,343098.0
13515,-117.34,34.11,29,2912,566.0,2188,518,3.2656,INLAND,90600,94952.0
593,-122.09,37.7,30,1751,269.0,731,263,6.005,NEAR BAY,263900,275394.02
8424,-118.36,33.93,27,4445,1231.0,3340,1113,3.1656,<1H OCEAN,204500,210902.0
2181,-119.92,36.77,18,1422,243.0,702,230,3.6204,INLAND,119800,107534.0
16123,-122.47,37.78,51,1485,386.0,880,385,2.7431,NEAR BAY,307100,319466.06
16637,-120.8,35.33,20,2200,393.0,996,365,3.587,NEAR OCEAN,330000,279635.0
505,-122.28,37.85,48,2063,484.0,1054,466,2.2625,NEAR BAY,132900,134639.0
6410,-118.02,34.11,35,2454,458.0,1110,435,3.8029,INLAND,414800,327053.0
10650,-117.75,33.54,21,8711,1544.0,3173,1396,5.0907,<1H OCEAN,378200,360236.02
7313,-118.19,33.98,33,151,83.0,380,83,1.4224,<1H OCEAN,189600,178044.0
15058,-116.9,32.79,21,3770,491.0,1410,446,6.7685,<1H OCEAN,294700,294140.0
2374,-119.57,36.7,7,1761,309.0,974,308,3.7261,INLAND,83900,88504.0
3858,-118.43,34.17,42,777,102.0,284,113,11.2093,<1H OCEAN,500001,500001.0
16385,-121.29,38.01,10,69,16.0,50,20,3.75,INLAND,120800,159790.0
10810,-117.93,33.64,24,1395,396.0,1478,404,2.5301,<1H OCEAN,192900,199606.0
15576,-116.88,33.05,11,7217,1583.0,4197,1502,2.8827,<1H OCEAN,166700,156186.0
12753,-121.37,38.61,42,945,193.0,460,193,3.7569,INLAND,127100,136301.0
11018,-117.8,33.77,29,5436,707.0,2046,685,8.7496,<1H OCEAN,349500,390022.19
5259,-118.51,34.11,29,9013,1117.0,2919,1061,13.947,<1H OCEAN,500001,500001.0
15948,-122.43,37.73,52,3602,738.0,2270,647,3.8934,NEAR BAY,251800,255707.0
6520,-118.03,34.06,31,1513,389.0,1396,364,2.4706,<1H OCEAN,170600,168495.0
11082,-117.86,33.82,9,1682,291.0,1015,271,6.6603,<1H OCEAN,230900,252298.0
15128,-116.91,32.87,14,3048,597.0,1690,576,4.3818,<1H OCEAN,147100,155732.0
2455,-119.73,36.56,32,1513,272.0,1038,272,3.0469,INLAND,82700,80721.0
12372,-116.4,33.78,8,3059,500.0,612,208,6.8729,INLAND,259200,259980.0
7368,-118.21,33.97,43,1751,400.0,1558,379,3.0313,<1H OCEAN,166100,163993.0
14147,-117.08,32.74,35,1434,253.0,753,228,2.3812,NEAR OCEAN,135100,132672.0
19219,-122.67,38.47,19,1848,428.0,1130,433,3.0568,<1H OCEAN,190300,186968.0
16057,-122.49,37.76,52,2245,425.0,1091,409,3.5909,NEAR BAY,331200,330971.0
4928,-118.24,33.99,44,448,116.0,504,96,1.875,<1H OCEAN,98600,100684.0
10321,-117.78,33.86,16,4390,660.0,2146,633,6.1504,<1H OCEAN,266000,270566.01
14636,-117.19,32.8,16,2593,794.0,1235,684,3.1304,NEAR OCEAN,166300,183656.01
0,-122.23,37.88,41,880,129.0,322,126,8.3252,NEAR BAY,452600,446573.16
15862,-122.4,37.75,44,6848,1584.0,3269,1383,2.8679,NEAR BAY,243300,259897.01
853,-122.03,37.59,16,4371,889.0,2530,817,4.6786,NEAR BAY,256000,239132.0
6044,-117.74,34.05,27,852,237.0,1024,221,2.1141,INLAND,110900,108484.0
18924,-122.17,38.06,16,3515,626.0,1764,626,4.4397,NEAR BAY,187100,187022.0
7396,-118.23,33.96,39,405,163.0,686,164,1.695,<1H OCEAN,94800,96816.0
13414,-117.47,34.07,24,1017,227.0,568,187,1.5972,INLAND,112500,109369.0
14848,-117.08,32.68,19,3635,1078.0,3127,1098,1.324,NEAR OCEAN,122600,117422.0
12689,-121.41,38.56,17,7228,1369.0,2455,1365,5.1385,INLAND,179500,177643.0
19089,-122.61,38.24,25,2990,450.0,1335,434,4.7,<1H OCEAN,190100,204225.0
11461,-117.99,33.68,14,3305,841.0,2272,769,3.4899,<1H OCEAN,216700,217494.0
12567,-121.42,38.54,18,2525,501.0,1726,468,2.398,INLAND,87600,92955.0
9115,-118.21,34.64,16,2573,427.0,1273,426,5.9508,INLAND,181100,190448.0
14710,-117.07,32.78,26,3725,623.0,1516,627,4.7143,NEAR OCEAN,268300,249067.0
17512,-121.92,37.34,52,2584,491.0,1087,433,4.4,<1H OCEAN,391300,337015.0
3929,-118.55,34.19,31,1856,370.0,990,360,4.3654,<1H OCEAN,223800,244190.01
4946,-118.3,34.02,27,2190,626.0,1768,528,1.2446,<1H OCEAN,103800,111762.0
14826,-117.09,32.66,38,833,206.0,570,182,1.8333,NEAR OCEAN,127100,123666.0
13428,-117.45,34.1,9,4288,1017.0,3156,900,2.7827,INLAND,105800,108643.0
1548,-121.94,37.75,17,2559,370.0,1238,377,6.2781,<1H OCEAN,269800,272155.0
6575,-118.18,34.22,40,1983,298.0,853,271,5.9845,<1H OCEAN,241700,284755.03
20584,-121.95,38.65,19,1265,228.0,755,218,3.3472,INLAND,69800,89484.0
4375,-118.28,34.1,48,805,246.0,633,235,2.3421,<1H OCEAN,200000,206335.0
12648,-121.47,38.5,17,1895,424.0,620,417,1.7188,INLAND,137500,130976.0
14764,-117.1,32.58,23,1662,377.0,1318,386,2.3,NEAR OCEAN,120800,123199.0
18655,-121.97,36.98,17,2813,497.0,1337,477,3.7083,NEAR OCEAN,252400,244027.0
6650,-118.13,34.15,24,1125,341.0,579,321,2.8125,<1H OCEAN,141700,154969.0
20015,-119.08,36.09,25,1880,339.0,1003,315,2.7298,INLAND,103400,95326.0
19228,-122.66,38.48,16,2697,490.0,1462,515,4.2051,<1H OCEAN,190300,198764.0
16352,-121.36,38.03,7,3461,859.0,1518,741,3.5684,INLAND,78700,98704.0
13485,-117.37,34.13,18,5877,1043.0,3114,1002,4.0294,INLAND,133200,130433.0
13488,-117.36,34.1,31,2587,531.0,1227,489,2.3578,INLAND,88600,90971.0
19332,-122.91,38.46,18,2021,,912,329,4.5,<1H OCEAN,251900,253389.0
1074,-121.82,39.75,29,7744,1375.0,3316,1365,3.0253,INLAND,111400,107870.0
15320,-117.35,33.21,24,1586,262.0,912,298,4.25,NEAR OCEAN,150300,190371.05
19469,-120.99,37.68,28,3269,647.0,1595,617,2.2336,INLAND,112700,106272.0
10079,-120.25,39.34,9,2739,555.0,294,110,3.1842,INLAND,162500,151199.0
36,-122.27,37.83,48,1798,432.0,987,374,1.0972,NEAR BAY,104500,113310.0
4226,-118.29,34.1,39,2196,582.0,1165,538,2.9417,<1H OCEAN,254200,242250.0
2076,-119.83,36.75,33,662,183.0,607,181,1.3929,INLAND,55600,56070.0
6707,-118.15,34.14,27,1499,426.0,755,414,3.875,<1H OCEAN,258300,252335.0
9011,-118.66,34.1,12,2560,365.0,907,366,10.076,NEAR OCEAN,500001,485246.82
1405,-122.06,37.96,10,7136,1691.0,2959,1507,3.9816,NEAR BAY,182000,184140.0
16731,-120.49,35.35,17,3043,608.0,1457,545,3.1641,<1H OCEAN,158600,163868.0
19750,-122.24,40.17,51,2378,584.0,1083,494,1.577,INLAND,51900,56621.0
12725,-121.35,38.61,27,3900,776.0,1549,761,2.7788,INLAND,115700,120704.0
13800,-117.36,34.54,7,3940,764.0,2140,711,3.0357,INLAND,91300,91700.0
4255,-118.35,34.1,20,2745,782.0,1161,739,3.9044,<1H OCEAN,436400,431918.13
